ticket_id,created_at,category,priority,description,resolution_time_hours,satisfaction_score
2704,2025-07-02 07:40,Hardware,High,Battery drains fully within an hour,26.5,4.8
2705,2025-07-02 17:12,Software,Low,Application keeps crashing on launch,14.0,3.4
2706,2025-07-02 09:12,Account_Access,Medium,Need access to the shared finance drive for a project,2.9,4.2
2707,2025-07-02 07:27,Software,Critical,Need Adobe Acrobat installed for contract review,5.9,4.6
2708,2025-07-02 18:16,Network_VPN,High,VPN client won't launch after latest update,4.9,3.6
2709,2025-07-02 09:56,Software,Low,Software freezes whenever I try to export a file,13.5,2.8
2710,2025-07-02 17:25,Account_Access,High,Need access to the shared finance drive for a project,2.3,4.2
2711,2025-07-02 11:26,Software,Medium,Software freezes whenever I try to export a file,9.5,3.7
2712,2025-07-02 12:42,Security,Medium,Antivirus is flagging a file I downloaded,3.8,2.3
2713,2025-07-02 14:38,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,5.3,4.2
2714,2025-07-03 13:03,Software,Low,Need Adobe Acrobat installed for contract review,16.1,3.3
2715,2025-07-03 14:27,Software,Low,License activation error on design software,13.0,2.6
2716,2025-07-03 07:19,Hardware,Medium,Laptop won't power on at all,59.1,2.5
2717,2025-07-03 17:07,Hardware,High,Battery drains fully within an hour,9.7,3.8
2718,2025-07-03 07:51,Security,Medium,Antivirus is flagging a file I downloaded,4.2,3.4
2719,2025-07-03 17:03,Account_Access,High,Forgot my password and self-service reset isn't working,2.6,4.3
2720,2025-07-03 13:55,Hardware,High,Screen cracked after laptop bag fell,37.5,4.8
2721,2025-07-03 10:35,Printer,Medium,Printer is printing blank pages,7.5,2.5
2722,2025-07-03 08:32,Printer,Low,Printer on 3rd floor is offline,2.9,4.9
2723,2025-07-03 17:49,Hardware,Low,Docking station won't detect external monitor,37.9,3.5
2724,2025-07-03 17:25,Software,Low,Need Adobe Acrobat installed for contract review,9.9,4.7
2725,2025-07-03 18:48,Network_VPN,High,Wi-Fi drops constantly in the east building,1.4,4.3
2726,2025-07-03 09:06,Printer,Low,Printer on 3rd floor is offline,7.1,2.9
2727,2025-07-03 12:27,Printer,Low,Can't add the new printer to my laptop,5.9,2.5
2728,2025-07-03 17:36,Hardware,Medium,Laptop won't power on at all,46.2,2.1
2729,2025-07-03 11:30,Hardware,Medium,Screen cracked after laptop bag fell,35.0,4.1
2730,2025-07-03 18:25,Account_Access,Medium,New hire needs accounts provisioned before start date,3.6,3.5
2731,2025-07-03 10:28,Security,High,Received a suspicious email asking for my password,2.1,3.5
2732,2025-07-03 17:05,Account_Access,Low,New hire needs accounts provisioned before start date,3.3,2.2
2733,2025-07-03 08:09,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",11.6,2.9
2734,2025-07-03 07:49,Hardware,High,Docking station won't detect external monitor,32.5,4.6
2735,2025-07-04 18:36,Account_Access,High,Forgot my password and self-service reset isn't working,2.8,3.6
2736,2025-07-04 14:34,Software,Low,Need Adobe Acrobat installed for contract review,11.3,4.3
2737,2025-07-04 18:46,Hardware,Medium,Battery drains fully within an hour,58.1,2.8
2738,2025-07-04 07:10,Network_VPN,Medium,VPN keeps disconnecting every few minutes,4.9,3.7
2739,2025-07-04 07:56,Hardware,Medium,Laptop won't power on at all,45.2,3.5
2740,2025-07-04 15:26,Hardware,High,Battery drains fully within an hour,21.8,3.7
2741,2025-07-04 17:17,Hardware,Medium,Screen cracked after laptop bag fell,71.8,3.1
2742,2025-07-04 11:33,Hardware,Critical,Laptop fan is extremely loud and it's overheating,13.6,3.7
2743,2025-07-04 14:29,Software,Critical,Software freezes whenever I try to export a file,3.1,4.4
2744,2025-07-04 09:10,Account_Access,High,Forgot my password and self-service reset isn't working,2.5,4.8
2745,2025-07-04 08:00,Hardware,Low,Docking station won't detect external monitor,44.2,2.2
2746,2025-07-04 08:03,Account_Access,Low,Need access to the shared finance drive for a project,2.5,4.2
2747,2025-07-04 10:22,Software,Low,Software freezes whenever I try to export a file,13.5,2.8
2748,2025-07-04 16:46,Software,Low,Application keeps crashing on launch,21.1,3.3
2749,2025-07-04 17:42,Account_Access,High,New hire needs accounts provisioned before start date,3.1,4.3
2750,2025-07-04 11:36,Account_Access,Low,New hire needs accounts provisioned before start date,5.0,2.4
2751,2025-07-04 16:38,Network_VPN,Medium,VPN client won't launch after latest update,10.2,2.5
2752,2025-07-04 10:13,Account_Access,Medium,New hire needs accounts provisioned before start date,4.0,2.3
2753,2025-07-04 12:04,Network_VPN,Low,VPN client won't launch after latest update,5.6,4.8
2754,2025-07-04 14:20,Email,Low,"Mailbox full, can't send or receive email",8.8,2.6
2755,2025-07-04 18:30,Account_Access,Medium,Locked out of my account after password expired,3.7,3.2
2756,2025-07-04 10:10,Account_Access,Medium,New hire needs accounts provisioned before start date,2.5,4.4
2757,2025-07-04 14:44,Security,Critical,Antivirus is flagging a file I downloaded,1.7,4.3
2758,2025-07-05 12:54,Software,High,Software freezes whenever I try to export a file,8.5,3.8
2759,2025-07-05 10:24,Hardware,High,Screen cracked after laptop bag fell,11.3,4.3
2760,2025-07-06 16:19,Network_VPN,Medium,VPN keeps disconnecting every few minutes,7.1,2.3
2761,2025-07-06 11:02,Account_Access,High,Forgot my password and self-service reset isn't working,1.9,3.5
2762,2025-07-07 11:40,Account_Access,Medium,Requesting elevated access to the deployment pipeline,6.0,3.1
2763,2025-07-07 16:40,Network_VPN,High,VPN client won't launch after latest update,5.7,4.9
2764,2025-07-07 08:02,Hardware,High,Battery drains fully within an hour,33.7,4.6
2765,2025-07-07 09:05,Account_Access,High,New hire needs accounts provisioned before start date,0.9,4.6
2766,2025-07-07 08:54,Hardware,Low,Laptop won't power on at all,54.7,2.1
2767,2025-07-07 17:54,Hardware,High,Battery drains fully within an hour,29.1,4.0
2768,2025-07-07 15:00,Email,High,Emails to external clients are bouncing back,3.6,4.9
2769,2025-07-07 10:52,Security,High,My laptop is acting strange after opening an attachment,2.3,3.6
2770,2025-07-07 11:38,Printer,Medium,Print jobs stuck in queue and won't clear,3.2,4.2
2771,2025-07-07 07:19,Network_VPN,Medium,VPN client won't launch after latest update,9.2,3.3
2772,2025-07-07 08:36,Account_Access,Low,Forgot my password and self-service reset isn't working,3.9,3.3
2773,2025-07-07 09:20,Security,Medium,Received a suspicious email asking for my password,2.5,4.6
2774,2025-07-07 12:29,Software,High,Need Adobe Acrobat installed for contract review,10.1,3.8
2775,2025-07-07 10:47,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",9.5,3.4
2776,2025-07-07 11:08,Printer,Low,Print jobs stuck in queue and won't clear,4.7,2.4
2777,2025-07-07 09:18,Software,Low,Requesting install of project management tool,10.9,4.8
2778,2025-07-07 12:49,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.0,2.9
2779,2025-07-07 16:24,Software,High,Requesting install of project management tool,8.9,3.8
2780,2025-07-07 17:50,Network_VPN,Medium,VPN client won't launch after latest update,9.7,2.5
2781,2025-07-07 11:05,Account_Access,Medium,Forgot my password and self-service reset isn't working,4.1,3.2
2782,2025-07-07 08:33,Hardware,Medium,Battery drains fully within an hour,46.7,2.0
2783,2025-07-07 16:24,Software,Medium,Application keeps crashing on launch,15.4,2.5
2784,2025-07-07 07:10,Software,Medium,Need Adobe Acrobat installed for contract review,9.6,4.0
2785,2025-07-07 12:19,Hardware,Medium,Screen cracked after laptop bag fell,67.4,2.3
2786,2025-07-07 14:37,Network_VPN,Medium,VPN client won't launch after latest update,4.5,4.7
2787,2025-07-07 18:23,Software,Medium,Requesting install of project management tool,15.5,2.4
2788,2025-07-07 10:48,Software,Medium,Requesting install of project management tool,12.7,3.5
2789,2025-07-07 13:37,Security,High,Received a suspicious email asking for my password,2.6,4.9
2790,2025-07-07 18:33,Network_VPN,Medium,VPN client won't launch after latest update,6.6,2.9
2791,2025-07-07 07:05,Network_VPN,High,VPN client won't launch after latest update,1.7,4.0
2792,2025-07-07 07:42,Account_Access,High,Need access to the shared finance drive for a project,1.8,3.7
2793,2025-07-07 10:27,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",4.9,3.9
2794,2025-07-07 07:30,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",8.6,3.2
2795,2025-07-07 14:42,Network_VPN,Medium,VPN keeps disconnecting every few minutes,9.6,3.0
2796,2025-07-07 09:20,Account_Access,High,Requesting elevated access to the deployment pipeline,2.6,3.6
2797,2025-07-07 17:46,Printer,Low,Print jobs stuck in queue and won't clear,4.5,2.4
2798,2025-07-08 16:01,Software,Low,Software freezes whenever I try to export a file,15.8,3.1
2799,2025-07-08 15:52,Account_Access,Low,New hire needs accounts provisioned before start date,3.1,4.0
2800,2025-07-08 09:31,Network_VPN,High,VPN client won't launch after latest update,6.0,4.5
2801,2025-07-08 09:27,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.0,4.1
2802,2025-07-08 13:11,Network_VPN,Medium,Wi-Fi drops constantly in the east building,10.6,2.1
2803,2025-07-08 17:46,Network_VPN,High,VPN client won't launch after latest update,3.6,3.6
2804,2025-07-08 16:32,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,1.1,4.0
2805,2025-07-08 13:49,Hardware,Low,Docking station won't detect external monitor,55.5,3.0
2806,2025-07-08 14:32,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,9.2,2.9
2807,2025-07-08 08:50,Account_Access,High,Requesting elevated access to the deployment pipeline,2.8,5.0
2808,2025-07-08 09:00,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,7.3,3.0
2809,2025-07-08 14:27,Account_Access,Medium,New hire needs accounts provisioned before start date,4.1,2.9
2810,2025-07-08 07:56,Network_VPN,Low,Wi-Fi drops constantly in the east building,11.0,2.7
2811,2025-07-08 07:34,Software,Low,License activation error on design software,13.3,2.4
2812,2025-07-08 17:02,Account_Access,Medium,Forgot my password and self-service reset isn't working,2.2,4.0
2813,2025-07-08 09:05,Software,Medium,License activation error on design software,16.5,2.6
2814,2025-07-08 11:22,Hardware,High,Battery drains fully within an hour,25.5,4.1
2815,2025-07-08 15:36,Security,Critical,Think I clicked a phishing link by accident,1.7,4.9
2816,2025-07-08 18:40,Hardware,Medium,Laptop won't power on at all,26.2,4.4
2817,2025-07-08 17:47,Email,Medium,"Mailbox full, can't send or receive email",9.9,2.1
2818,2025-07-08 17:47,Account_Access,Low,Requesting elevated access to the deployment pipeline,5.8,2.4
2819,2025-07-09 11:39,Email,Critical,Not receiving any emails since this morning,2.8,4.4
2820,2025-07-09 10:48,Hardware,High,Battery drains fully within an hour,5.7,4.4
2821,2025-07-09 17:02,Security,Critical,Antivirus is flagging a file I downloaded,1.6,3.9
2822,2025-07-09 07:50,Software,Medium,Application keeps crashing on launch,12.3,4.1
2823,2025-07-09 17:20,Hardware,Medium,Battery drains fully within an hour,46.4,3.2
2824,2025-07-09 11:46,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",6.8,2.1
2825,2025-07-09 13:30,Printer,Medium,Can't add the new printer to my laptop,6.1,2.5
2826,2025-07-09 09:29,Security,High,Received a suspicious email asking for my password,1.4,4.7
2827,2025-07-09 11:25,Email,Medium,Not receiving any emails since this morning,8.1,3.0
2828,2025-07-09 12:05,Network_VPN,Critical,VPN client won't launch after latest update,2.7,4.3
2829,2025-07-10 14:01,Printer,Low,Printer is printing blank pages,6.7,2.7
2830,2025-07-10 07:48,Network_VPN,Medium,VPN client won't launch after latest update,7.0,2.6
2831,2025-07-10 13:38,Security,Critical,My laptop is acting strange after opening an attachment,1.0,4.3
2832,2025-07-10 16:18,Security,Medium,Received a suspicious email asking for my password,3.0,5.0
2833,2025-07-10 15:26,Network_VPN,High,"Cannot connect to VPN, authentication failed error",6.4,5.0
2834,2025-07-10 12:40,Account_Access,Medium,Need access to the shared finance drive for a project,4.5,2.5
2835,2025-07-10 13:31,Network_VPN,Medium,Wi-Fi drops constantly in the east building,8.4,2.3
2836,2025-07-10 09:25,Printer,Medium,Printer is printing blank pages,5.1,3.4
2837,2025-07-10 17:58,Account_Access,High,New hire needs accounts provisioned before start date,2.6,4.5
2838,2025-07-10 17:01,Network_VPN,High,VPN client won't launch after latest update,6.4,4.1
2839,2025-07-10 16:46,Software,Medium,Application keeps crashing on launch,16.0,2.1
2840,2025-07-10 14:43,Hardware,Medium,Laptop won't power on at all,36.3,4.4
2841,2025-07-10 13:35,Network_VPN,Low,Wi-Fi drops constantly in the east building,8.9,3.2
2842,2025-07-10 10:11,Hardware,Critical,Battery drains fully within an hour,6.7,4.1
2843,2025-07-11 10:36,Security,High,Think I clicked a phishing link by accident,1.3,4.8
2844,2025-07-11 09:29,Hardware,High,Battery drains fully within an hour,19.1,3.9
2845,2025-07-11 09:15,Hardware,High,Laptop won't power on at all,32.5,4.8
2846,2025-07-11 15:30,Hardware,Low,Laptop won't power on at all,25.9,4.5
2847,2025-07-11 15:07,Email,High,"Mailbox full, can't send or receive email",5.3,4.8
2848,2025-07-11 13:53,Printer,Low,Printer on 3rd floor is offline,7.1,2.1
2849,2025-07-11 17:28,Email,Medium,"Mailbox full, can't send or receive email",8.2,2.8
2850,2025-07-11 16:48,Hardware,Medium,Laptop won't power on at all,64.7,3.1
2851,2025-07-11 10:50,Printer,Low,Print jobs stuck in queue and won't clear,6.2,2.2
2852,2025-07-11 18:31,Hardware,Low,Screen cracked after laptop bag fell,55.0,2.1
2853,2025-07-11 14:44,Printer,Low,Printer is printing blank pages,6.4,2.5
2854,2025-07-11 11:01,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.1,2.2
2855,2025-07-11 18:10,Account_Access,Medium,Forgot my password and self-service reset isn't working,4.9,2.5
2856,2025-07-11 18:51,Software,Medium,License activation error on design software,15.0,2.4
2857,2025-07-11 10:01,Software,Medium,Application keeps crashing on launch,21.7,2.4
2858,2025-07-11 15:47,Email,Low,Outlook stuck in offline mode,3.8,4.0
2859,2025-07-11 17:09,Email,Medium,Not receiving any emails since this morning,9.4,3.5
2860,2025-07-11 14:41,Software,Medium,Software freezes whenever I try to export a file,13.9,3.3
2861,2025-07-11 17:04,Network_VPN,Medium,VPN client won't launch after latest update,8.0,2.6
2862,2025-07-11 18:50,Account_Access,Medium,Forgot my password and self-service reset isn't working,2.7,4.4
2863,2025-07-11 07:53,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",7.8,3.4
2864,2025-07-11 17:06,Printer,Medium,Print jobs stuck in queue and won't clear,4.7,2.0
2865,2025-07-11 15:55,Security,High,Received a suspicious email asking for my password,3.1,4.8
2866,2025-07-14 17:54,Software,Low,Application keeps crashing on launch,20.7,2.3
2867,2025-07-14 11:05,Account_Access,Low,Requesting elevated access to the deployment pipeline,5.9,2.4
2868,2025-07-14 10:14,Printer,High,Printer on 3rd floor is offline,1.0,4.0
2869,2025-07-14 07:20,Account_Access,Medium,New hire needs accounts provisioned before start date,2.5,4.8
2870,2025-07-14 10:06,Printer,Low,Printer on 3rd floor is offline,3.4,3.6
2871,2025-07-14 13:55,Hardware,High,Battery drains fully within an hour,14.2,3.5
2872,2025-07-14 16:48,Email,High,Not receiving any emails since this morning,1.9,4.7
2873,2025-07-14 17:11,Hardware,Medium,Laptop won't power on at all,43.8,2.4
2874,2025-07-14 15:15,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.8,2.4
2875,2025-07-14 09:31,Account_Access,Medium,New hire needs accounts provisioned before start date,4.6,2.2
2876,2025-07-14 13:43,Network_VPN,Medium,VPN client won't launch after latest update,5.6,3.6
2877,2025-07-14 10:49,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.8,3.2
2878,2025-07-14 15:30,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",8.2,2.5
2879,2025-07-14 12:10,Network_VPN,Critical,Wi-Fi drops constantly in the east building,1.6,4.5
2880,2025-07-14 09:20,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,5.7,4.4
2881,2025-07-14 11:14,Security,High,My laptop is acting strange after opening an attachment,2.7,4.7
2882,2025-07-14 11:21,Security,Critical,My laptop is acting strange after opening an attachment,1.6,4.1
2883,2025-07-14 13:00,Printer,Low,Printer is printing blank pages,5.0,2.6
2884,2025-07-14 09:29,Printer,Low,Can't add the new printer to my laptop,4.9,3.0
2885,2025-07-14 11:18,Printer,Medium,Printer on 3rd floor is offline,3.8,4.5
2886,2025-07-14 15:47,Email,Medium,"Mailbox full, can't send or receive email",8.7,2.5
2887,2025-07-14 08:15,Network_VPN,High,"Cannot connect to VPN, authentication failed error",3.4,3.9
2888,2025-07-14 07:49,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,2.6,4.9
